no,email,EXPERIENCE,TECH,dependend
14607,user14607@example.com,7,javascript,0
17871,user17871@example.com,16,ruby,0
2869,user2869@example.com,17,python,1
4835,user4835@example.com,23,python,1
10034,user10034@example.com,4,java,0
4595,user4595@example.com,23,python,1
3685,user3685@example.com,14,python,1
2594,user2594@example.com,31,python,1
258,user258@example.com,21,python,1
17180,user17180@example.com,31,go,0
12428,user12428@example.com,18,javascript,0
2884,user2884@example.com,18,python,1
14384,user14384@example.com,32,ruby,0
6927,user6927@example.com,27,python,1
10093,user10093@example.com,3,ruby,0
2794,user2794@example.com,31,python,1
7548,user7548@example.com,32,python,1
6282,user6282@example.com,35,python,1
17764,user17764@example.com,3,javascript,0
5289,user5289@example.com,30,python,1
18385,user18385@example.com,3,python,0
13404,user13404@example.com,7,javascript,0
570,user570@example.com,18,python,1
7678,user7678@example.com,19,python,1
10131,user10131@example.com,10,ruby,0
6110,user6110@example.com,34,python,1
6478,user6478@example.com,22,python,1
2366,user2366@example.com,25,python,1
2058,user2058@example.com,31,python,1
14319,user14319@example.com,30,ruby,0
19290,user19290@example.com,14,ruby,0
19466,user19466@example.com,8,go,0
7400,user7400@example.com,24,python,1
13747,user13747@example.com,36,go,0
16715,user16715@example.com,1,java,0
18337,user18337@example.com,8,go,0
6036,user6036@example.com,35,python,1
19571,user19571@example.com,2,python,0
18804,user18804@example.com,38,javascript,0
16810,user16810@example.com,1,javascript,0
15915,user15915@example.com,4,ruby,0
18410,user18410@example.com,9,javascript,0
8277,user8277@example.com,23,python,1
16297,user16297@example.com,32,ruby,0
18630,user18630@example.com,29,ruby,0
7443,user7443@example.com,12,python,1
1750,user1750@example.com,15,python,1
8912,user8912@example.com,25,python,1
3972,user3972@example.com,18,python,1
1975,user1975@example.com,40,python,1
467,user467@example.com,18,python,1
4030,user4030@example.com,22,python,1
16306,user16306@example.com,8,java,0
2846,user2846@example.com,19,python,1
5540,user5540@example.com,23,python,1
14955,user14955@example.com,21,c++,0
11975,user11975@example.com,4,c++,0
1977,user1977@example.com,36,python,1
5669,user5669@example.com,27,python,1
1849,user1849@example.com,33,python,1
3643,user3643@example.com,31,python,1
6919,user6919@example.com,22,python,1
17795,user17795@example.com,9,python,0
11278,user11278@example.com,1,ruby,0
14353,user14353@example.com,32,java,0
9511,user9511@example.com,28,python,1
15489,user15489@example.com,15,c++,0
10942,user10942@example.com,8,ruby,0
206,user206@example.com,26,python,1
16574,user16574@example.com,0,ruby,0
19283,user19283@example.com,7,c++,0
2835,user2835@example.com,36,python,1
16452,user16452@example.com,25,java,0
8082,user8082@example.com,17,python,1
14727,user14727@example.com,7,ruby,0
17273,user17273@example.com,0,python,0
2740,user2740@example.com,37,python,1
3541,user3541@example.com,25,python,1
103,user103@example.com,16,python,1
2202,user2202@example.com,12,python,1
12346,user12346@example.com,4,java,0
15599,user15599@example.com,5,python,0
18946,user18946@example.com,16,c++,0
2981,user2981@example.com,31,python,1
3211,user3211@example.com,23,python,1
3126,user3126@example.com,16,python,1
13635,user13635@example.com,3,go,0
15547,user15547@example.com,0,ruby,0
907,user907@example.com,30,python,1
19387,user19387@example.com,6,c++,0
6542,user6542@example.com,40,python,1
15298,user15298@example.com,3,c++,0
19971,user19971@example.com,7,ruby,0
5940,user5940@example.com,28,python,1
4726,user4726@example.com,32,python,1
10536,user10536@example.com,2,go,0
4188,user4188@example.com,15,python,1
19189,user19189@example.com,19,javascript,0
432,user432@example.com,32,python,1
8671,user8671@example.com,24,python,1
12030,user12030@example.com,0,c++,0
1200,user1200@example.com,30,python,1
9750,user9750@example.com,17,python,1
1875,user1875@example.com,14,python,1
14144,user14144@example.com,11,javascript,0
4133,user4133@example.com,30,python,1
17512,user17512@example.com,2,java,0
15147,user15147@example.com,5,c++,0
13987,user13987@example.com,9,c++,0
8649,user8649@example.com,17,python,1
3008,user3008@example.com,14,python,1
436,user436@example.com,17,python,1
13218,user13218@example.com,5,c++,0
17244,user17244@example.com,37,javascript,0
16110,user16110@example.com,9,python,0
3897,user3897@example.com,25,python,1
14052,user14052@example.com,0,python,0
12570,user12570@example.com,13,c++,0
15076,user15076@example.com,5,java,0
2998,user2998@example.com,18,python,1
8933,user8933@example.com,40,python,1
9230,user9230@example.com,17,python,1
3993,user3993@example.com,37,python,1
9971,user9971@example.com,18,python,1
8417,user8417@example.com,25,python,1
2959,user2959@example.com,23,python,1
7304,user7304@example.com,17,python,1
4277,user4277@example.com,20,python,1
8819,user8819@example.com,37,python,1
156,user156@example.com,22,python,1
292,user292@example.com,38,python,1
17879,user17879@example.com,26,ruby,0
15218,user15218@example.com,4,javascript,0
8198,user8198@example.com,40,python,1
11197,user11197@example.com,8,python,0
6966,user6966@example.com,26,python,1
17087,user17087@example.com,2,python,0
1679,user1679@example.com,25,python,1
3501,user3501@example.com,36,python,1
3454,user3454@example.com,23,python,1
16087,user16087@example.com,12,go,0
10710,user10710@example.com,2,java,0
6892,user6892@example.com,14,python,1
16198,user16198@example.com,9,javascript,0
4405,user4405@example.com,36,python,1
9290,user9290@example.com,16,python,1
7557,user7557@example.com,29,python,1
6541,user6541@example.com,33,python,1
8085,user8085@example.com,23,python,1
9645,user9645@example.com,20,python,1
3317,user3317@example.com,18,python,1
11656,user11656@example.com,25,java,0
13782,user13782@example.com,38,ruby,0
7198,user7198@example.com,21,python,1
12283,user12283@example.com,7,java,0
17230,user17230@example.com,3,javascript,0
6493,user6493@example.com,19,python,1
1702,user1702@example.com,21,python,1
15658,user15658@example.com,37,java,0
4683,user4683@example.com,35,python,1
17854,user17854@example.com,6,java,0
14388,user14388@example.com,5,c++,0
7690,user7690@example.com,33,python,1
16072,user16072@example.com,7,c++,0
9168,user9168@example.com,28,python,1
15437,user15437@example.com,9,go,0
18219,user18219@example.com,10,go,0
1681,user1681@example.com,26,python,1
163,user163@example.com,13,python,1
12422,user12422@example.com,2,python,0
18597,user18597@example.com,19,javascript,0
11477,user11477@example.com,6,java,0
7891,user7891@example.com,11,python,1
3503,user3503@example.com,37,python,1
15667,user15667@example.com,3,javascript,0
10407,user10407@example.com,4,javascript,0
14216,user14216@example.com,10,javascript,0
520,user520@example.com,17,python,1
9068,user9068@example.com,33,python,1
10463,user10463@example.com,1,c++,0
9072,user9072@example.com,20,python,1
14357,user14357@example.com,4,javascript,0
5537,user5537@example.com,30,python,1
12117,user12117@example.com,10,javascript,0
6156,user6156@example.com,16,python,1
6607,user6607@example.com,27,python,1
6745,user6745@example.com,39,python,1
11004,user11004@example.com,26,c++,0
13274,user13274@example.com,0,python,0
16859,user16859@example.com,9,c++,0
1456,user1456@example.com,11,python,1
19437,user19437@example.com,3,java,0
6370,user6370@example.com,23,python,1
19770,user19770@example.com,12,ruby,0
10573,user10573@example.com,10,javascript,0
18880,user18880@example.com,1,java,0
5194,user5194@example.com,32,python,1
11267,user11267@example.com,5,java,0
9487,user9487@example.com,21,python,1
12891,user12891@example.com,0,python,0
4305,user4305@example.com,23,python,1
19978,user19978@example.com,1,ruby,0
13110,user13110@example.com,1,go,0
17169,user17169@example.com,30,java,0
1902,user1902@example.com,30,python,1
19123,user19123@example.com,19,ruby,0
12383,user12383@example.com,0,java,0
7322,user7322@example.com,38,python,1
15921,user15921@example.com,30,ruby,0
5318,user5318@example.com,33,python,1
3611,user3611@example.com,31,python,1
4606,user4606@example.com,11,python,1
17028,user17028@example.com,7,ruby,0
6772,user6772@example.com,37,python,1
13841,user13841@example.com,8,python,0
10453,user10453@example.com,5,go,0
13528,user13528@example.com,0,ruby,0
12694,user12694@example.com,1,java,0
482,user482@example.com,31,python,1
2772,user2772@example.com,26,python,1
7300,user7300@example.com,33,python,1
2223,user2223@example.com,14,python,1
15042,user15042@example.com,12,java,0
13872,user13872@example.com,13,go,0
18810,user18810@example.com,33,go,0
13642,user13642@example.com,25,c++,0
6844,user6844@example.com,20,python,1
5037,user5037@example.com,16,python,1
15097,user15097@example.com,25,c++,0
17430,user17430@example.com,3,java,0
1777,user1777@example.com,26,python,1
18398,user18398@example.com,7,python,0
11784,user11784@example.com,21,go,0
9936,user9936@example.com,22,python,1
6266,user6266@example.com,25,python,1
19030,user19030@example.com,9,python,0
5825,user5825@example.com,27,python,1
15380,user15380@example.com,7,javascript,0
1652,user1652@example.com,14,python,1
2973,user2973@example.com,11,python,1
2471,user2471@example.com,21,python,1
4694,user4694@example.com,26,python,1
1810,user1810@example.com,29,python,1
16330,user16330@example.com,25,ruby,0
1605,user1605@example.com,26,python,1
14235,user14235@example.com,26,c++,0
11118,user11118@example.com,0,javascript,0
10073,user10073@example.com,8,javascript,0
500,user500@example.com,19,python,1
6032,user6032@example.com,40,python,1
6230,user6230@example.com,23,python,1
3882,user3882@example.com,37,python,1
3652,user3652@example.com,31,python,1
8390,user8390@example.com,34,python,1
14270,user14270@example.com,4,c++,0
11941,user11941@example.com,23,javascript,0
12698,user12698@example.com,4,go,0
7537,user7537@example.com,11,python,1
19582,user19582@example.com,3,python,0
19741,user19741@example.com,1,ruby,0
10594,user10594@example.com,3,java,0
18838,user18838@example.com,0,c++,0
14613,user14613@example.com,2,c++,0
9872,user9872@example.com,27,python,1
16488,user16488@example.com,21,javascript,0
5129,user5129@example.com,17,python,1
7800,user7800@example.com,22,python,1
13598,user13598@example.com,2,c++,0
15610,user15610@example.com,7,ruby,0
3304,user3304@example.com,25,python,1
11059,user11059@example.com,8,c++,0
19866,user19866@example.com,8,c++,0
14240,user14240@example.com,30,java,0
5402,user5402@example.com,31,python,1
18970,user18970@example.com,19,go,0
7096,user7096@example.com,19,python,1
15071,user15071@example.com,5,go,0
7793,user7793@example.com,16,python,1
10421,user10421@example.com,7,go,0
18995,user18995@example.com,29,java,0
5466,user5466@example.com,11,python,1
2352,user2352@example.com,17,python,1
19364,user19364@example.com,39,javascript,0
11513,user11513@example.com,6,javascript,0
18559,user18559@example.com,27,javascript,0
11532,user11532@example.com,32,go,0
8562,user8562@example.com,33,python,1
7394,user7394@example.com,12,python,1
6124,user6124@example.com,34,python,1
3204,user3204@example.com,34,python,1
10535,user10535@example.com,3,python,0
4886,user4886@example.com,18,python,1
10030,user10030@example.com,0,c++,0
3335,user3335@example.com,20,python,1
362,user362@example.com,15,python,1
3530,user3530@example.com,33,python,1
10072,user10072@example.com,12,ruby,0
561,user561@example.com,27,python,1
5196,user5196@example.com,30,python,1
2554,user2554@example.com,27,python,1
8855,user8855@example.com,22,python,1
17355,user17355@example.com,9,go,0
17691,user17691@example.com,25,go,0
12509,user12509@example.com,5,java,0
16206,user16206@example.com,5,go,0
2136,user2136@example.com,22,python,1
6351,user6351@example.com,18,python,1
9064,user9064@example.com,28,python,1
17666,user17666@example.com,7,c++,0
18757,user18757@example.com,7,javascript,0
7737,user7737@example.com,14,python,1
9704,user9704@example.com,23,python,1
9406,user9406@example.com,34,python,1
13707,user13707@example.com,25,java,0
2730,user2730@example.com,27,python,1
14483,user14483@example.com,8,ruby,0
11411,user11411@example.com,29,ruby,0
11972,user11972@example.com,9,java,0
107,user107@example.com,11,python,1
19294,user19294@example.com,2,java,0
10557,user10557@example.com,12,javascript,0
4481,user4481@example.com,25,python,1
19439,user19439@example.com,30,c++,0
7410,user7410@example.com,32,python,1
12813,user12813@example.com,6,ruby,0
11123,user11123@example.com,30,c++,0
808,user808@example.com,12,python,1
8038,user8038@example.com,25,python,1
5732,user5732@example.com,11,python,1
1375,user1375@example.com,11,python,1
6119,user6119@example.com,11,python,1
14264,user14264@example.com,9,go,0
6799,user6799@example.com,31,python,1
19649,user19649@example.com,38,javascript,0
9416,user9416@example.com,34,python,1
15452,user15452@example.com,4,ruby,0
5973,user5973@example.com,22,python,1
12558,user12558@example.com,8,java,0
19262,user19262@example.com,26,ruby,0
10997,user10997@example.com,9,javascript,0
17718,user17718@example.com,5,java,0
17287,user17287@example.com,8,python,0
3150,user3150@example.com,39,python,1
15633,user15633@example.com,14,c++,0
10815,user10815@example.com,38,java,0
19502,user19502@example.com,4,c++,0
4381,user4381@example.com,16,python,1
13556,user13556@example.com,5,javascript,0
6929,user6929@example.com,29,python,1
1675,user1675@example.com,32,python,1
16114,user16114@example.com,31,go,0
319,user319@example.com,29,python,1
17725,user17725@example.com,3,java,0
18205,user18205@example.com,30,go,0
2006,user2006@example.com,13,python,1
5626,user5626@example.com,19,python,1
8951,user8951@example.com,33,python,1
19756,user19756@example.com,0,go,0
18787,user18787@example.com,33,c++,0
567,user567@example.com,30,python,1
14068,user14068@example.com,4,ruby,0
14165,user14165@example.com,9,go,0
3950,user3950@example.com,21,python,1
11244,user11244@example.com,8,go,0
5493,user5493@example.com,14,python,1
13627,user13627@example.com,32,javascript,0
11249,user11249@example.com,6,javascript,0
14324,user14324@example.com,0,go,0
5157,user5157@example.com,25,python,1
13633,user13633@example.com,6,java,0
17475,user17475@example.com,4,javascript,0
2636,user2636@example.com,17,python,1
2098,user2098@example.com,23,python,1
17709,user17709@example.com,8,python,0
4469,user4469@example.com,15,python,1
10862,user10862@example.com,5,javascript,0
9686,user9686@example.com,40,python,1
7778,user7778@example.com,14,python,1
1495,user1495@example.com,18,python,1
3253,user3253@example.com,40,python,1
4531,user4531@example.com,39,python,1
10355,user10355@example.com,6,go,0
11274,user11274@example.com,0,go,0
8283,user8283@example.com,19,python,1
7224,user7224@example.com,27,python,1
13879,user13879@example.com,4,ruby,0
15121,user15121@example.com,40,ruby,0
8203,user8203@example.com,33,python,1
1216,user1216@example.com,34,python,1
234,user234@example.com,35,python,1
5544,user5544@example.com,15,python,1
7157,user7157@example.com,36,python,1
2570,user2570@example.com,35,python,1
10989,user10989@example.com,38,go,0
15371,user15371@example.com,0,javascript,0
5517,user5517@example.com,30,python,1
14149,user14149@example.com,3,ruby,0
14697,user14697@example.com,3,java,0
13478,user13478@example.com,40,java,0
2096,user2096@example.com,20,python,1
13654,user13654@example.com,9,ruby,0
16940,user16940@example.com,7,javascript,0
10428,user10428@example.com,1,go,0
2155,user2155@example.com,28,python,1
4408,user4408@example.com,36,python,1
513,user513@example.com,14,python,1
9428,user9428@example.com,12,python,1
18851,user18851@example.com,28,c++,0
11469,user11469@example.com,8,javascript,0
14247,user14247@example.com,22,ruby,0
13546,user13546@example.com,20,ruby,0
15092,user15092@example.com,2,go,0
4589,user4589@example.com,21,python,1
14300,user14300@example.com,22,go,0
7240,user7240@example.com,20,python,1
9408,user9408@example.com,38,python,1
3114,user3114@example.com,29,python,1
13192,user13192@example.com,40,javascript,0
18116,user18116@example.com,17,java,0
16278,user16278@example.com,0,go,0
14562,user14562@example.com,24,go,0
8732,user8732@example.com,28,python,1
18784,user18784@example.com,3,ruby,0
5268,user5268@example.com,13,python,1
10513,user10513@example.com,26,c++,0
15166,user15166@example.com,7,c++,0
5596,user5596@example.com,35,python,1
14875,user14875@example.com,3,javascript,0
9592,user9592@example.com,25,python,1
2259,user2259@example.com,17,python,1
19477,user19477@example.com,7,javascript,0
18720,user18720@example.com,3,go,0
3224,user3224@example.com,21,python,1
13981,user13981@example.com,4,java,0
11622,user11622@example.com,7,javascript,0
9682,user9682@example.com,12,python,1
11822,user11822@example.com,4,go,0
16869,user16869@example.com,4,javascript,0
9893,user9893@example.com,17,python,1
17391,user17391@example.com,10,c++,0
6126,user6126@example.com,16,python,1
3542,user3542@example.com,28,python,1
9691,user9691@example.com,19,python,1
1960,user1960@example.com,23,python,1
5905,user5905@example.com,32,python,1
16847,user16847@example.com,2,c++,0
7725,user7725@example.com,33,python,1
544,user544@example.com,17,python,1
3572,user3572@example.com,15,python,1
18530,user18530@example.com,4,ruby,0
14470,user14470@example.com,13,c++,0
9868,user9868@example.com,12,python,1
16135,user16135@example.com,0,python,0
3000,user3000@example.com,11,python,1
12070,user12070@example.com,1,ruby,0
8744,user8744@example.com,25,python,1
11098,user11098@example.com,0,ruby,0
4105,user4105@example.com,31,python,1
5920,user5920@example.com,27,python,1
18951,user18951@example.com,35,java,0
12770,user12770@example.com,10,ruby,0
19585,user19585@example.com,9,python,0
3887,user3887@example.com,12,python,1
10569,user10569@example.com,9,go,0
19249,user19249@example.com,2,go,0
2888,user2888@example.com,22,python,1
18390,user18390@example.com,3,javascript,0
13658,user13658@example.com,34,go,0
7231,user7231@example.com,14,python,1
19975,user19975@example.com,28,javascript,0
15324,user15324@example.com,2,ruby,0
1104,user1104@example.com,30,python,1
19073,user19073@example.com,2,javascript,0
14793,user14793@example.com,7,c++,0
19310,user19310@example.com,32,javascript,0
10927,user10927@example.com,33,javascript,0
7998,user7998@example.com,26,python,1
6392,user6392@example.com,27,python,1
11684,user11684@example.com,31,javascript,0
5428,user5428@example.com,18,python,1
15281,user15281@example.com,32,go,0
394,user394@example.com,20,python,1
8714,user8714@example.com,40,python,1
701,user701@example.com,33,python,1
15542,user15542@example.com,9,go,0
12078,user12078@example.com,25,go,0
4172,user4172@example.com,24,python,1
5504,user5504@example.com,15,python,1
1018,user1018@example.com,22,python,1
13933,user13933@example.com,31,javascript,0
6950,user6950@example.com,29,python,1
6324,user6324@example.com,40,python,1
2879,user2879@example.com,34,python,1
7904,user7904@example.com,30,python,1
1697,user1697@example.com,29,python,1
12002,user12002@example.com,6,go,0
612,user612@example.com,15,python,1
7841,user7841@example.com,14,python,1
1064,user1064@example.com,31,python,1
9473,user9473@example.com,26,python,1
2609,user2609@example.com,20,python,1
7931,user7931@example.com,30,python,1
17520,user17520@example.com,25,java,0
11549,user11549@example.com,5,c++,0
14513,user14513@example.com,40,ruby,0
777,user777@example.com,23,python,1
15463,user15463@example.com,10,javascript,0
12687,user12687@example.com,3,ruby,0
16053,user16053@example.com,27,javascript,0
6290,user6290@example.com,23,python,1
19276,user19276@example.com,8,ruby,0
17874,user17874@example.com,0,python,0
3526,user3526@example.com,11,python,1
10351,user10351@example.com,2,go,0
8740,user8740@example.com,14,python,1
15775,user15775@example.com,26,ruby,0
15107,user15107@example.com,27,java,0
15398,user15398@example.com,0,go,0
1775,user1775@example.com,24,python,1
5310,user5310@example.com,18,python,1
9683,user9683@example.com,17,python,1
3606,user3606@example.com,21,python,1
10200,user10200@example.com,6,python,0
9042,user9042@example.com,37,python,1
9703,user9703@example.com,37,python,1
10731,user10731@example.com,0,c++,0
7193,user7193@example.com,26,python,1
4278,user4278@example.com,12,python,1
4316,user4316@example.com,36,python,1
8857,user8857@example.com,12,python,1
4471,user4471@example.com,32,python,1
2857,user2857@example.com,34,python,1
451,user451@example.com,38,python,1
7314,user7314@example.com,22,python,1
19840,user19840@example.com,9,c++,0
13398,user13398@example.com,5,javascript,0
19102,user19102@example.com,3,python,0
10988,user10988@example.com,7,python,0
13235,user13235@example.com,17,java,0
12370,user12370@example.com,28,java,0
13768,user13768@example.com,10,python,0
1859,user1859@example.com,23,python,1
9150,user9150@example.com,36,python,1
5100,user5100@example.com,34,python,1
7752,user7752@example.com,40,python,1
18908,user18908@example.com,3,python,0
2732,user2732@example.com,16,python,1
1502,user1502@example.com,21,python,1
3912,user3912@example.com,39,python,1
4378,user4378@example.com,17,python,1
8099,user8099@example.com,29,python,1
574,user574@example.com,12,python,1
9231,user9231@example.com,38,python,1
14057,user14057@example.com,3,ruby,0
15191,user15191@example.com,3,javascript,0
18404,user18404@example.com,38,c++,0
2704,user2704@example.com,40,python,1
11322,user11322@example.com,2,go,0
12974,user12974@example.com,18,ruby,0
11182,user11182@example.com,11,c++,0
1368,user1368@example.com,26,python,1
8960,user8960@example.com,35,python,1
2677,user2677@example.com,39,python,1
19611,user19611@example.com,7,java,0
683,user683@example.com,18,python,1
13624,user13624@example.com,7,ruby,0
6187,user6187@example.com,37,python,1
10620,user10620@example.com,4,ruby,0
17601,user17601@example.com,5,c++,0
820,user820@example.com,14,python,1
2928,user2928@example.com,17,python,1
11074,user11074@example.com,30,java,0
11376,user11376@example.com,24,javascript,0
1776,user1776@example.com,22,python,1
12335,user12335@example.com,21,javascript,0
485,user485@example.com,31,python,1
3915,user3915@example.com,33,python,1
6069,user6069@example.com,16,python,1
11559,user11559@example.com,5,java,0
13153,user13153@example.com,2,javascript,0
2997,user2997@example.com,13,python,1
4203,user4203@example.com,39,python,1
9445,user9445@example.com,31,python,1
17943,user17943@example.com,29,java,0
7960,user7960@example.com,21,python,1
12741,user12741@example.com,39,go,0
9220,user9220@example.com,17,python,1
11551,user11551@example.com,6,go,0
12234,user12234@example.com,2,go,0
168,user168@example.com,38,python,1
13616,user13616@example.com,1,ruby,0
6995,user6995@example.com,40,python,1
5754,user5754@example.com,21,python,1
1394,user1394@example.com,25,python,1
19386,user19386@example.com,34,javascript,0
7071,user7071@example.com,19,python,1
19883,user19883@example.com,3,ruby,0
4781,user4781@example.com,40,python,1
14668,user14668@example.com,9,java,0
19099,user19099@example.com,2,go,0
16066,user16066@example.com,40,c++,0
3925,user3925@example.com,33,python,1
6358,user6358@example.com,11,python,1
13345,user13345@example.com,7,java,0
1124,user1124@example.com,11,python,1
7350,user7350@example.com,18,python,1
10306,user10306@example.com,8,java,0
16620,user16620@example.com,29,go,0
12350,user12350@example.com,3,ruby,0
18274,user18274@example.com,9,python,0
7357,user7357@example.com,40,python,1
6118,user6118@example.com,22,python,1
13234,user13234@example.com,15,javascript,0
10675,user10675@example.com,1,java,0
5003,user5003@example.com,32,python,1
722,user722@example.com,27,python,1
16090,user16090@example.com,21,c++,0
12434,user12434@example.com,32,c++,0
16978,user16978@example.com,5,java,0
3727,user3727@example.com,19,python,1
19118,user19118@example.com,7,go,0
13305,user13305@example.com,8,javascript,0
13600,user13600@example.com,2,javascript,0
7499,user7499@example.com,27,python,1
4532,user4532@example.com,13,python,1
16937,user16937@example.com,24,java,0
13854,user13854@example.com,1,c++,0
7631,user7631@example.com,26,python,1
8851,user8851@example.com,14,python,1
2316,user2316@example.com,30,python,1
3417,user3417@example.com,36,python,1
11308,user11308@example.com,10,go,0
9007,user9007@example.com,22,python,1
9223,user9223@example.com,20,python,1
13751,user13751@example.com,32,javascript,0
15414,user15414@example.com,16,go,0
16950,user16950@example.com,3,java,0
11752,user11752@example.com,40,go,0
8743,user8743@example.com,36,python,1
12654,user12654@example.com,1,java,0
16879,user16879@example.com,11,c++,0
15369,user15369@example.com,9,python,0
11554,user11554@example.com,22,javascript,0
3663,user3663@example.com,33,python,1
6171,user6171@example.com,15,python,1
12025,user12025@example.com,4,python,0
19428,user19428@example.com,27,java,0
12866,user12866@example.com,2,python,0
6515,user6515@example.com,15,python,1
4119,user4119@example.com,40,python,1
12241,user12241@example.com,8,ruby,0
1773,user1773@example.com,16,python,1
15838,user15838@example.com,8,java,0
17583,user17583@example.com,24,go,0
16824,user16824@example.com,39,ruby,0
2712,user2712@example.com,38,python,1
5510,user5510@example.com,31,python,1
840,user840@example.com,34,python,1
9752,user9752@example.com,29,python,1
15996,user15996@example.com,10,python,0
550,user550@example.com,32,python,1
18343,user18343@example.com,8,java,0
10729,user10729@example.com,35,go,0
8596,user8596@example.com,12,python,1
2200,user2200@example.com,13,python,1
1186,user1186@example.com,33,python,1
12474,user12474@example.com,2,javascript,0
2858,user2858@example.com,28,python,1
7209,user7209@example.com,29,python,1
16712,user16712@example.com,12,java,0
16752,user16752@example.com,7,javascript,0
1760,user1760@example.com,31,python,1
17902,user17902@example.com,7,c++,0
3559,user3559@example.com,37,python,1
19104,user19104@example.com,9,c++,0
5623,user5623@example.com,31,python,1
6712,user6712@example.com,30,python,1
17547,user17547@example.com,35,ruby,0
15555,user15555@example.com,7,javascript,0
8700,user8700@example.com,11,python,1
12201,user12201@example.com,33,c++,0
10098,user10098@example.com,37,ruby,0
15090,user15090@example.com,16,javascript,0
7621,user7621@example.com,31,python,1
2430,user2430@example.com,20,python,1
7546,user7546@example.com,24,python,1
10469,user10469@example.com,31,javascript,0
15864,user15864@example.com,7,ruby,0
370,user370@example.com,14,python,1
6879,user6879@example.com,39,python,1
15948,user15948@example.com,0,c++,0
10754,user10754@example.com,33,c++,0
9903,user9903@example.com,35,python,1
5967,user5967@example.com,18,python,1
15955,user15955@example.com,9,python,0
6279,user6279@example.com,17,python,1
1332,user1332@example.com,18,python,1
3209,user3209@example.com,18,python,1
59,user59@example.com,25,python,1
6668,user6668@example.com,12,python,1
3775,user3775@example.com,19,python,1
3835,user3835@example.com,37,python,1
7210,user7210@example.com,15,python,1
14333,user14333@example.com,20,javascript,0
17077,user17077@example.com,0,javascript,0
18785,user18785@example.com,35,ruby,0
11905,user11905@example.com,36,c++,0
15142,user15142@example.com,23,ruby,0
13232,user13232@example.com,2,ruby,0
18479,user18479@example.com,32,c++,0
900,user900@example.com,30,python,1
9742,user9742@example.com,19,python,1
12189,user12189@example.com,26,javascript,0
15474,user15474@example.com,10,go,0
407,user407@example.com,14,python,1
17153,user17153@example.com,10,python,0
1879,user1879@example.com,32,python,1
14399,user14399@example.com,17,java,0
13602,user13602@example.com,17,go,0
14504,user14504@example.com,22,go,0
6484,user6484@example.com,18,python,1
13752,user13752@example.com,2,java,0
11201,user11201@example.com,28,go,0
6446,user6446@example.com,36,python,1
5532,user5532@example.com,38,python,1
13888,user13888@example.com,10,c++,0
13058,user13058@example.com,13,ruby,0
12721,user12721@example.com,8,go,0
19499,user19499@example.com,20,java,0
1780,user1780@example.com,25,python,1
16103,user16103@example.com,7,java,0
14904,user14904@example.com,38,go,0
617,user617@example.com,16,python,1
8380,user8380@example.com,17,python,1
96,user96@example.com,13,python,1
18451,user18451@example.com,13,ruby,0
14518,user14518@example.com,3,go,0
19755,user19755@example.com,21,ruby,0
14910,user14910@example.com,5,go,0
14040,user14040@example.com,4,c++,0
9776,user9776@example.com,21,python,1
7742,user7742@example.com,24,python,1
18645,user18645@example.com,28,go,0
1573,user1573@example.com,29,python,1
1402,user1402@example.com,29,python,1
10495,user10495@example.com,11,java,0
1998,user1998@example.com,23,python,1
8075,user8075@example.com,33,python,1
18284,user18284@example.com,7,c++,0
5005,user5005@example.com,15,python,1
18267,user18267@example.com,2,javascript,0
9619,user9619@example.com,17,python,1
7946,user7946@example.com,27,python,1
3844,user3844@example.com,17,python,1
8007,user8007@example.com,17,python,1
5424,user5424@example.com,14,python,1
5204,user5204@example.com,27,python,1
6386,user6386@example.com,36,python,1
6856,user6856@example.com,26,python,1
11697,user11697@example.com,9,ruby,0
17534,user17534@example.com,36,java,0
18490,user18490@example.com,34,java,0
5078,user5078@example.com,39,python,1
4386,user4386@example.com,33,python,1
16094,user16094@example.com,18,c++,0
836,user836@example.com,34,python,1
14417,user14417@example.com,14,javascript,0
11427,user11427@example.com,8,javascript,0
9824,user9824@example.com,38,python,1
15578,user15578@example.com,6,go,0
2173,user2173@example.com,35,python,1
9303,user9303@example.com,20,python,1
1436,user1436@example.com,22,python,1
12769,user12769@example.com,3,c++,0
13330,user13330@example.com,24,go,0
1437,user1437@example.com,11,python,1
9390,user9390@example.com,30,python,1
17552,user17552@example.com,15,go,0
17094,user17094@example.com,12,javascript,0
10305,user10305@example.com,10,c++,0
14132,user14132@example.com,5,python,0
406,user406@example.com,37,python,1
11312,user11312@example.com,3,c++,0
11676,user11676@example.com,2,javascript,0
8586,user8586@example.com,32,python,1
19438,user19438@example.com,9,c++,0
18418,user18418@example.com,9,javascript,0
6295,user6295@example.com,16,python,1
15277,user15277@example.com,9,go,0
9115,user9115@example.com,26,python,1
19541,user19541@example.com,1,c++,0
2942,user2942@example.com,14,python,1
9005,user9005@example.com,40,python,1
5132,user5132@example.com,37,python,1
12328,user12328@example.com,37,go,0
9263,user9263@example.com,20,python,1
15670,user15670@example.com,4,go,0
6007,user6007@example.com,23,python,1
6176,user6176@example.com,38,python,1
11695,user11695@example.com,2,c++,0
18776,user18776@example.com,5,javascript,0
11231,user11231@example.com,14,go,0
8528,user8528@example.com,35,python,1
12560,user12560@example.com,6,python,0
8703,user8703@example.com,32,python,1
15449,user15449@example.com,0,python,0
